Файл,Тип кампании,Уровень,ID группы,Название группы,Номер группы,Минус-фраза,Слов,Длина
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-зачем,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-значение,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-исходник,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-ищем,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-какое,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-карточка товара,2,16
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-комментарии,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-косметика,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-куплю готовое,2,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-курсовая,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-лекарства,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-лучше !чем,2,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-лучший,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-макет,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-маркетплейс,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-мастер класс,2,13
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-мдф,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-меню скачать,2,13
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-мультик,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-мягкая упаковка,2,16
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-наклейка,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-обзор,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-образец,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-образец меню,2,13
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-обувь,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-объемная,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-означает,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-озон,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-определение,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-органайзер,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-отзывы,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-пакеты,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-пластик,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-пленка,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-пленка пвх,2,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-подарок,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-подставка,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-полиэтилен,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-полка,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-почему,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-презент,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-премиум,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-пример,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-работа,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-развертка,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-резюме,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-рейтинг,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-ресторан вакансии,2,18
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-реферат,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-розница,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-самому,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-самостоятельно,1,15
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-сделать самому,2,15
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-сериал,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-сидр,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-скачать,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-скачать макет,2,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-смотреть,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-создание карточек,2,18
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-сравнение,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-стикер,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-схема,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-тампопечать,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-термотрансфер,1,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-термоэтикетка,1,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-требуется,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-ультрафиолетовая печать,2,24
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-упаковать подарок,2,18
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-фанера,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-фарма,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-фармацевтика,1,13
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-фильм,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-фляга,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-форум,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-фулфилмент,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-хранение,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-хуже,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-цветомания,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-чача,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-чертеж,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-шаблон,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-шаблон макета,2,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-шаблон меню,2,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-шелкография,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-шт,1,3
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-штук,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-штучно,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-эксклюзивный,1,13
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-юла,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-ютуб,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768596320,HoReCa (Автотаргетинг),14,-яндекс маркет,2,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-!как,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-!как сделать,2,13
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-!когда,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-!от 1 шт,3,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-!своими,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-!своими руками,2,15
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-!чего,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-!чем,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-!что,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-!что !такое,2,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-1 шт,2,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-3d,1,3
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-3д,1,3
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-ai,1,3
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-cdr,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-gmp,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-ozon,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-pdf,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-png,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-podrochu,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-psd,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-wb,1,3
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-wildberries,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-youtube,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-авито,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-аксессуары,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-бесплатно,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-бесплатный макет,2,17
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-бу,1,3
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-вайлдберриз,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-вакансии,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-видео,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-википедия,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-выкройка,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-где,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-где упаковать,2,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-готовое решение,2,16
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-готовые кейсы,2,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-готовый,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-дерево,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-деревянная,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-диплом,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-еда,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-зарплата,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-зачем,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-значение,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-исходник,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-ищем,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-какое,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-карточка товара,2,16
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-кафе,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-комментарии,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-косметика,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-купить кейс,2,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-куплю готовое,2,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-курсовая,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-лекарства,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-лучше !чем,2,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-лучший,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-макет,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-маленький тираж,2,16
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-малый тираж,2,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-маркетплейс,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-мастер класс,2,13
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-мдф,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-мультик,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-мягкая упаковка,2,16
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-наклейка,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-напитки,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-обзор,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-образец,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-обувь,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-объемная,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-означает,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-озон,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-определение,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-органайзер,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-отзывы,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-пакеты,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-парфюмерия,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-пластик,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-пленка,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-пленка пвх,2,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-подставка,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-полиэтилен,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-полка,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-почему,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-пример,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-продукты,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-работа,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-развертка,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-резюме,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-рейтинг,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-ресторан,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-реферат,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-розница,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-самому,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-самостоятельно,1,15
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-сделать самому,2,15
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-сериал,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-сидр,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-скачать,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-скачать макет,2,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-смотреть,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-создание карточек,2,18
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-сравнение,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-стикер,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-сувенирный,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-схема,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-тампопечать,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-термотрансфер,1,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-термоэтикетка,1,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-требуется,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-ультрафиолетовая печать,2,24
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-упаковать подарок,2,18
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-фанера,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-фильм,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-фляга,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-форум,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-фулфилмент,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-хранение,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-хуже,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-цветомания,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-чача,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-чертеж,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-шаблон,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-шаблон макета,2,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-шелкография,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-шт,1,3
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-штук,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-штучно,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-юла,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-ютуб,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597506,Промо и спец проекты (Автотаргетинг),15,-яндекс маркет,2,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-!как,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-!как сделать,2,13
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-!когда,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-!от 1 шт,3,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5768597588,Упаковка и этикетки для продуктов питания и напитков (алк и без алк) автотаргетинг,16,-!своими,1,8
