Файл,Тип кампании,ID группы,Название группы,Номер группы,ID фразы,Фраза,Тип фразы,Операторы,Статус фразы,Ставка,Регион,Длина
710718813.xlsx,Единая перфоманс-кампания,5760360703,Retail и FMCG (Ключи),4,57447374277,серийная упаковка спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5760360703,Retail и FMCG (Ключи),4,57447374279,большие тиражи упаковки спб,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",27
710718813.xlsx,Единая перфоманс-кампания,5760360703,Retail и FMCG (Ключи),4,205760360703,---autotargeting,Автотаргетинг,,Приостановлена,,"Россия, -Сибирь, -Дальний Восток",16
710718813.xlsx,Единая перфоманс-кампания,5760360703,Retail и FMCG (Ключи),4,57909669993,"""производство картонной упаковки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",33
710718813.xlsx,Единая перфоманс-кампания,5760360703,Retail и FMCG (Ключи),4,57909669994,купить картонные коробки для упаковки,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",37
710718813.xlsx,Единая перфоманс-кампания,5760360703,Retail и FMCG (Ключи),4,57909669995,"""картонные коробки для упаковки""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",32
710718813.xlsx,Единая перфоманс-кампания,5760360703,Retail и FMCG (Ключи),4,57909669996,"""купить картонную упаковку""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",27
710718813.xlsx,Единая перфоманс-кампания,5760360703,Retail и FMCG (Ключи),4,57909669997,"""картонная упаковка""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",20
710718813.xlsx,Единая перфоманс-кампания,5760360703,Retail и FMCG (Ключи),4,57909669998,производство упаковки из картона,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",32
710718813.xlsx,Единая перфоманс-кампания,5760360703,Retail и FMCG (Ключи),4,57909669999,"""изготовление упаковки из картона""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",34
710718813.xlsx,Единая перфоманс-кампания,5760360703,Retail и FMCG (Ключи),4,57909670000,упаковка из картона на заказ,Ключевая,,Работает везде,,"Россия, -Сибирь, -Дальний Восток",28
710718813.xlsx,Единая перфоманс-кампания,5760360703,Retail и FMCG (Ключи),4,57909670001,"""упаковка из картона""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",21
710718813.xlsx,Единая перфоманс-кампания,5760360703,Retail и FMCG (Ключи),4,57919060253,"""упаковка для ритейла""",Ключевая,"""...""",Работает везде,,"Россия, -Сибирь, -Дальний Восток",22
